Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Outcome,Home_Attack,Home_Defense,Away_Defense,Away_Attack,Home_Exp_Goals,Away_Exp_Goals,Power_Diff
2022-23,Dakkada,Lobi Stars,1,1,Draw,1.54,0.89,1.64,0.58,1.59,0.73,0.85
2022-23,Dakkada,Niger Tornadoes,1,2,Away Win,1.54,0.89,1.49,0.63,1.51,0.76,0.75
2022-23,Dakkada,Rivers United,1,2,Away Win,1.54,0.89,1.15,0.7,1.35,0.8,0.55
2022-23,Dakkada,Sunshine Stars,2,1,Home Win,1.54,0.89,1.42,0.45,1.48,0.67,0.81
2022-23,Dakkada,Wikki Tourists,2,1,Home Win,1.54,0.89,1.5,0.5,1.52,0.7,0.82
2022-23,Doma United,Abia Warriors,1,0,Home Win,1.0,0.39,1.72,0.8,1.36,0.6,0.76
2022-23,Doma United,Bayelsa United,2,1,Home Win,1.0,0.39,1.37,0.61,1.19,0.5,0.68
2022-23,Doma United,Dakkada,1,0,Home Win,1.0,0.39,1.89,0.5,1.45,0.45,1.0
2022-23,Doma United,Enugu Rangers,0,0,Draw,1.0,0.39,1.12,0.68,1.06,0.53,0.53
2022-23,Doma United,Lobi Stars,2,0,Home Win,1.0,0.39,1.64,0.58,1.32,0.48,0.83
2022-23,Doma United,Niger Tornadoes,2,1,Home Win,1.0,0.39,1.49,0.63,1.25,0.51,0.74
2022-23,Doma United,Rivers United,2,1,Home Win,1.0,0.39,1.15,0.7,1.08,0.55,0.53
2022-23,Doma United,Sunshine Stars,1,1,Draw,1.0,0.39,1.42,0.45,1.21,0.42,0.79
2022-23,Doma United,Wikki Tourists,2,0,Home Win,1.0,0.39,1.5,0.5,1.25,0.45,0.8
2022-23,Enugu Rangers,Abia Warriors,0,2,Away Win,1.6,0.56,1.72,0.8,1.66,0.68,0.98
2022-23,Enugu Rangers,Bayelsa United,2,1,Home Win,1.6,0.56,1.37,0.61,1.49,0.59,0.9
2022-23,Enugu Rangers,Dakkada,1,0,Home Win,1.6,0.56,1.89,0.5,1.75,0.53,1.22
2022-23,Enugu Rangers,Doma United,1,0,Home Win,1.6,0.56,1.64,0.46,1.62,0.51,1.11
2022-23,Enugu Rangers,Lobi Stars,1,1,Draw,1.6,0.56,1.64,0.58,1.62,0.57,1.05
2022-23,Enugu Rangers,Niger Tornadoes,2,2,Draw,1.6,0.56,1.49,0.63,1.55,0.6,0.95
2022-23,Enugu Rangers,Rivers United,1,1,Draw,1.6,0.56,1.15,0.7,1.38,0.63,0.75
2022-23,Enugu Rangers,Sunshine Stars,1,1,Draw,1.6,0.56,1.42,0.45,1.51,0.51,1.01
2022-23,Enugu Rangers,Wikki Tourists,3,0,Home Win,1.6,0.56,1.5,0.5,1.55,0.53,1.02
2022-23,Lobi Stars,Abia Warriors,2,0,Home Win,1.45,0.89,1.72,0.8,1.59,0.85,0.74
2022-23,Lobi Stars,Bayelsa United,3,0,Home Win,1.45,0.89,1.37,0.61,1.41,0.75,0.66
2022-23,Lobi Stars,Dakkada,2,1,Home Win,1.45,0.89,1.89,0.5,1.67,0.7,0.98
2022-23,Lobi Stars,Doma United,2,0,Home Win,1.45,0.89,1.64,0.46,1.55,0.68,0.87
2022-23,Lobi Stars,Enugu Rangers,1,0,Home Win,1.45,0.89,1.12,0.68,1.29,0.78,0.5
2022-23,Lobi Stars,Niger Tornadoes,1,0,Home Win,1.45,0.89,1.49,0.63,1.47,0.76,0.71
2022-23,Lobi Stars,Rivers United,3,2,Home Win,1.45,0.89,1.15,0.7,1.3,0.8,0.51
2022-23,Lobi Stars,Sunshine Stars,1,0,Home Win,1.45,0.89,1.42,0.45,1.44,0.67,0.77
2022-23,Lobi Stars,Wikki Tourists,0,2,Away Win,1.45,0.89,1.5,0.5,1.48,0.7,0.78
2022-23,Niger Tornadoes,Abia Warriors,3,0,Home Win,1.32,0.58,1.72,0.8,1.52,0.69,0.83
2022-23,Niger Tornadoes,Bayelsa United,1,1,Draw,1.32,0.58,1.37,0.61,1.35,0.6,0.75
2022-23,Niger Tornadoes,Dakkada,1,0,Home Win,1.32,0.58,1.89,0.5,1.61,0.54,1.07
2022-23,Niger Tornadoes,Doma United,1,0,Home Win,1.32,0.58,1.64,0.46,1.48,0.52,0.96
2022-23,Niger Tornadoes,Enugu Rangers,0,0,Draw,1.32,0.58,1.12,0.68,1.22,0.63,0.59
2022-23,Niger Tornadoes,Lobi Stars,0,0,Draw,1.32,0.58,1.64,0.58,1.48,0.58,0.9
2022-23,Niger Tornadoes,Rivers United,0,0,Draw,1.32,0.58,1.15,0.7,1.24,0.64,0.6
2022-23,Niger Tornadoes,Sunshine Stars,0,2,Away Win,1.32,0.58,1.42,0.45,1.37,0.52,0.86
2022-23,Niger Tornadoes,Wikki Tourists,2,0,Home Win,1.32,0.58,1.5,0.5,1.41,0.54,0.87
2022-23,Rivers United,Abia Warriors,1,1,Draw,1.74,0.44,1.72,0.8,1.73,0.62,1.11
2022-23,Rivers United,Bayelsa United,2,1,Home Win,1.74,0.44,1.37,0.61,1.56,0.52,1.03
2022-23,Rivers United,Dakkada,1,0,Home Win,1.74,0.44,1.89,0.5,1.82,0.47,1.35
2022-23,Rivers United,Doma United,2,0,Home Win,1.74,0.44,1.64,0.46,1.69,0.45,1.24
2022-23,Rivers United,Enugu Rangers,1,0,Home Win,1.74,0.44,1.12,0.68,1.43,0.56,0.87
2022-23,Rivers United,Lobi Stars,2,1,Home Win,1.74,0.44,1.64,0.58,1.69,0.51,1.18
2022-23,Rivers United,Niger Tornadoes,2,1,Home Win,1.74,0.44,1.49,0.63,1.62,0.53,1.08
2022-23,Rivers United,Sunshine Stars,1,0,Home Win,1.74,0.44,1.42,0.45,1.58,0.45,1.14
2022-23,Rivers United,Wikki Tourists,2,0,Home Win,1.74,0.44,1.5,0.5,1.62,0.47,1.15
2022-23,Sunshine Stars,Abia Warriors,1,0,Home Win,1.38,0.59,1.72,0.8,1.55,0.69,0.85
2022-23,Sunshine Stars,Bayelsa United,1,0,Home Win,1.38,0.59,1.37,0.61,1.37,0.6,0.77
2022-23,Sunshine Stars,Dakkada,3,0,Home Win,1.38,0.59,1.89,0.5,1.64,0.55,1.09
2022-23,Sunshine Stars,Doma United,1,1,Draw,1.38,0.59,1.64,0.46,1.51,0.53,0.98
2022-23,Sunshine Stars,Enugu Rangers,1,1,Draw,1.38,0.59,1.12,0.68,1.25,0.63,0.62
2022-23,Sunshine Stars,Lobi Stars,1,0,Home Win,1.38,0.59,1.64,0.58,1.51,0.58,0.92
2022-23,Sunshine Stars,Niger Tornadoes,2,0,Home Win,1.38,0.59,1.49,0.63,1.44,0.61,0.83
2022-23,Sunshine Stars,Rivers United,1,1,Draw,1.38,0.59,1.15,0.7,1.27,0.65,0.62
2022-23,Sunshine Stars,Wikki Tourists,1,0,Home Win,1.38,0.59,1.5,0.5,1.44,0.55,0.89
2022-23,Wikki Tourists,Abia Warriors,4,0,Home Win,1.31,0.51,1.72,0.8,1.52,0.66,0.86
2022-23,Wikki Tourists,Bayelsa United,1,2,Away Win,1.31,0.51,1.37,0.61,1.34,0.56,0.78
2022-23,Wikki Tourists,Dakkada,3,1,Home Win,1.31,0.51,1.89,0.5,1.6,0.51,1.1
2022-23,Wikki Tourists,Doma United,0,0,Draw,1.31,0.51,1.64,0.46,1.48,0.49,0.99
2022-23,Wikki Tourists,Enugu Rangers,1,0,Home Win,1.31,0.51,1.12,0.68,1.22,0.59,0.62
2022-23,Wikki Tourists,Lobi Stars,2,1,Home Win,1.31,0.51,1.64,0.58,1.48,0.55,0.93
2022-23,Wikki Tourists,Niger Tornadoes,0,2,Away Win,1.31,0.51,1.49,0.63,1.4,0.57,0.83
2022-23,Wikki Tourists,Rivers United,1,1,Draw,1.31,0.51,1.15,0.7,1.23,0.61,0.63
2022-23,Wikki Tourists,Sunshine Stars,1,1,Draw,1.31,0.51,1.42,0.45,1.37,0.48,0.88
2021-22,Abia Warriors,Akwa United,0,0,Draw,1.51,0.49,1.35,0.56,1.43,0.53,0.9
2021-22,Abia Warriors,Dakkada,1,1,Draw,1.51,0.49,1.89,0.5,1.7,0.5,1.2
2021-22,Abia Warriors,Enugu Rangers,2,0,Home Win,1.51,0.49,1.12,0.68,1.31,0.58,0.73
2021-22,Abia Warriors,Enyimba,2,1,Home Win,1.51,0.49,1.19,0.66,1.35,0.58,0.77
2021-22,Abia Warriors,Gombe United,3,2,Home Win,1.51,0.49,2.0,0.34,1.75,0.42,1.34
2021-22,Abia Warriors,Heartland,1,0,Home Win,1.51,0.49,1.6,0.51,1.55,0.5,1.05
2021-22,Abia Warriors,Kano Pillars,3,2,Home Win,1.51,0.49,1.73,0.67,1.62,0.58,1.04
2021-22,Abia Warriors,Katsina United,2,2,Draw,1.51,0.49,1.46,0.28,1.48,0.39,1.1
2021-22,Abia Warriors,Kwara United,1,1,Draw,1.51,0.49,1.59,0.59,1.55,0.54,1.01
2021-22,Abia Warriors,Lobi Stars,3,0,Home Win,1.51,0.49,1.64,0.58,1.57,0.53,1.04
2021-22,Abia Warriors,MFM,2,1,Home Win,1.51,0.49,1.79,0.42,1.65,0.46,1.19
2021-22,Abia Warriors,Nasarawa United,1,1,Draw,1.51,0.49,1.55,0.67,1.53,0.58,0.94
2021-22,Abia Warriors,Niger Tornadoes,1,1,Draw,1.51,0.49,1.49,0.63,1.5,0.56,0.94
2021-22,Abia Warriors,Plateau United,2,0,Home Win,1.51,0.49,1.55,0.81,1.53,0.65,0.88
2021-22,Abia Warriors,Remo Stars,2,0,Home Win,1.51,0.49,1.38,0.75,1.45,0.62,0.82
2021-22,Abia Warriors,Rivers United,1,1,Draw,1.51,0.49,1.15,0.7,1.33,0.6,0.73
2021-22,Abia Warriors,Shooting Stars,2,1,Home Win,1.51,0.49,1.52,0.64,1.51,0.57,0.95
2021-22,Abia Warriors,Sunshine Stars,1,0,Home Win,1.51,0.49,1.42,0.45,1.47,0.47,0.99
2021-22,Abia Warriors,Wikki Tourists,3,0,Home Win,1.51,0.49,1.5,0.5,1.5,0.5,1.01
2021-22,Akwa United,Abia Warriors,2,2,Draw,1.53,0.64,1.72,0.8,1.62,0.72,0.91
2021-22,Akwa United,Dakkada,3,2,Home Win,1.53,0.64,1.89,0.5,1.71,0.57,1.14
2021-22,Akwa United,Enugu Rangers,0,3,Away Win,1.53,0.64,1.12,0.68,1.33,0.66,0.67
2021-22,Akwa United,Enyimba,1,1,Draw,1.53,0.64,1.19,0.66,1.36,0.65,0.71
2021-22,Akwa United,Gombe United,1,0,Home Win,1.53,0.64,2.0,0.34,1.77,0.49,1.28
2021-22,Akwa United,Heartland,0,0,Draw,1.53,0.64,1.6,0.51,1.56,0.57,0.99
2021-22,Akwa United,Kano Pillars,3,0,Home Win,1.53,0.64,1.73,0.67,1.63,0.65,0.98
2021-22,Akwa United,Katsina United,2,0,Home Win,1.53,0.64,1.46,0.28,1.5,0.46,1.04
2021-22,Akwa United,Kwara United,1,1,Draw,1.53,0.64,1.59,0.59,1.56,0.62,0.95
2021-22,Akwa United,Lobi Stars,1,0,Home Win,1.53,0.64,1.64,0.58,1.58,0.61,0.98
2021-22,Akwa United,MFM,0,0,Draw,1.53,0.64,1.79,0.42,1.66,0.53,1.13
2021-22,Akwa United,Nasarawa United,6,1,Home Win,1.53,0.64,1.55,0.67,1.54,0.65,0.88
2021-22,Akwa United,Niger Tornadoes,1,0,Home Win,1.53,0.64,1.49,0.63,1.51,0.63,0.88
2021-22,Akwa United,Plateau United,2,1,Home Win,1.53,0.64,1.55,0.81,1.54,0.72,0.82
2021-22,Akwa United,Remo Stars,1,0,Home Win,1.53,0.64,1.38,0.75,1.46,0.69,0.76
2021-22,Akwa United,Rivers United,1,1,Draw,1.53,0.64,1.15,0.7,1.34,0.67,0.67
2021-22,Akwa United,Shooting Stars,2,1,Home Win,1.53,0.64,1.52,0.64,1.53,0.64,0.89
2021-22,Akwa United,Sunshine Stars,0,0,Draw,1.53,0.64,1.42,0.45,1.48,0.55,0.93
2021-22,Akwa United,Wikki Tourists,2,0,Home Win,1.53,0.64,1.5,0.5,1.52,0.57,0.95
2021-22,Dakkada,Abia Warriors,2,1,Home Win,1.54,0.89,1.72,0.8,1.63,0.85,0.78
2021-22,Dakkada,Akwa United,3,1,Home Win,1.54,0.89,1.35,0.56,1.44,0.73,0.72
2021-22,Dakkada,Enugu Rangers,0,0,Draw,1.54,0.89,1.12,0.68,1.33,0.78,0.54
2021-22,Dakkada,Enyimba,2,0,Home Win,1.54,0.89,1.19,0.66,1.36,0.78,0.59
2021-22,Dakkada,Gombe United,0,1,Away Win,1.54,0.89,2.0,0.34,1.77,0.62,1.15
2021-22,Dakkada,Heartland,2,1,Home Win,1.54,0.89,1.6,0.51,1.57,0.7,0.87
2021-22,Dakkada,Kano Pillars,1,0,Home Win,1.54,0.89,1.73,0.67,1.64,0.78,0.85
2021-22,Dakkada,Katsina United,2,0,Home Win,1.54,0.89,1.46,0.28,1.5,0.58,0.91
2021-22,Dakkada,Kwara United,2,0,Home Win,1.54,0.89,1.59,0.59,1.57,0.74,0.82
2021-22,Dakkada,Lobi Stars,2,1,Home Win,1.54,0.89,1.64,0.58,1.59,0.73,0.85
2021-22,Dakkada,MFM,2,0,Home Win,1.54,0.89,1.79,0.42,1.66,0.66,1.01
2021-22,Dakkada,Nasarawa United,2,1,Home Win,1.54,0.89,1.55,0.67,1.54,0.78,0.76
2021-22,Dakkada,Niger Tornadoes,2,1,Home Win,1.54,0.89,1.49,0.63,1.51,0.76,0.75
2021-22,Dakkada,Plateau United,1,0,Home Win,1.54,0.89,1.55,0.81,1.54,0.85,0.69
2021-22,Dakkada,Remo Stars,1,1,Draw,1.54,0.89,1.38,0.75,1.46,0.82,0.64
2021-22,Dakkada,Rivers United,2,3,Away Win,1.54,0.89,1.15,0.7,1.35,0.8,0.55
2021-22,Dakkada,Shooting Stars,2,0,Home Win,1.54,0.89,1.52,0.64,1.53,0.77,0.76
2021-22,Dakkada,Sunshine Stars,3,0,Home Win,1.54,0.89,1.42,0.45,1.48,0.67,0.81
2021-22,Dakkada,Wikki Tourists,0,1,Away Win,1.54,0.89,1.5,0.5,1.52,0.7,0.82
2021-22,Enugu Rangers,Abia Warriors,2,1,Home Win,1.6,0.56,1.72,0.8,1.66,0.68,0.98
2021-22,Enugu Rangers,Akwa United,2,0,Home Win,1.6,0.56,1.35,0.56,1.48,0.56,0.91
2021-22,Enugu Rangers,Dakkada,1,0,Home Win,1.6,0.56,1.89,0.5,1.75,0.53,1.22
2021-22,Enugu Rangers,Enyimba,0,1,Away Win,1.6,0.56,1.19,0.66,1.4,0.61,0.79
2021-22,Enugu Rangers,Gombe United,1,0,Home Win,1.6,0.56,2.0,0.34,1.8,0.45,1.35
2021-22,Enugu Rangers,Heartland,3,1,Home Win,1.6,0.56,1.6,0.51,1.6,0.54,1.06
2021-22,Enugu Rangers,Kano Pillars,0,0,Draw,1.6,0.56,1.73,0.67,1.67,0.62,1.05
2021-22,Enugu Rangers,Katsina United,1,0,Home Win,1.6,0.56,1.46,0.28,1.53,0.42,1.11
2021-22,Enugu Rangers,Kwara United,3,0,Home Win,1.6,0.56,1.59,0.59,1.6,0.58,1.02
2021-22,Enugu Rangers,Lobi Stars,5,3,Home Win,1.6,0.56,1.64,0.58,1.62,0.57,1.05
2021-22,Enugu Rangers,MFM,2,0,Home Win,1.6,0.56,1.79,0.42,1.7,0.49,1.2
2021-22,Enugu Rangers,Nasarawa United,1,0,Home Win,1.6,0.56,1.55,0.67,1.57,0.62,0.96
2021-22,Enugu Rangers,Niger Tornadoes,4,0,Home Win,1.6,0.56,1.49,0.63,1.55,0.6,0.95
2021-22,Enugu Rangers,Plateau United,0,1,Away Win,1.6,0.56,1.55,0.81,1.58,0.69,0.89
2021-22,Enugu Rangers,Remo Stars,0,0,Draw,1.6,0.56,1.38,0.75,1.49,0.66,0.84
2021-22,Enugu Rangers,Rivers United,0,0,Draw,1.6,0.56,1.15,0.7,1.38,0.63,0.75
2021-22,Enugu Rangers,Shooting Stars,2,2,Draw,1.6,0.56,1.52,0.64,1.56,0.6,0.96
2021-22,Enugu Rangers,Sunshine Stars,0,0,Draw,1.6,0.56,1.42,0.45,1.51,0.51,1.01
2021-22,Enugu Rangers,Wikki Tourists,2,1,Home Win,1.6,0.56,1.5,0.5,1.55,0.53,1.02
2021-22,Enyimba,Abia Warriors,2,1,Home Win,1.55,0.57,1.72,0.8,1.64,0.68,0.95
2021-22,Enyimba,Akwa United,1,0,Home Win,1.55,0.57,1.35,0.56,1.45,0.56,0.89
2021-22,Enyimba,Dakkada,0,2,Away Win,1.55,0.57,1.89,0.5,1.72,0.53,1.19
2021-22,Enyimba,Enugu Rangers,2,1,Home Win,1.55,0.57,1.12,0.68,1.34,0.62,0.72
2021-22,Enyimba,Gombe United,3,0,Home Win,1.55,0.57,2.0,0.34,1.78,0.45,1.32
2021-22,Enyimba,Heartland,0,0,Draw,1.55,0.57,1.6,0.51,1.58,0.54,1.04
2021-22,Enyimba,Kano Pillars,4,0,Home Win,1.55,0.57,1.73,0.67,1.64,0.62,1.02
2021-22,Enyimba,Katsina United,2,1,Home Win,1.55,0.57,1.46,0.28,1.51,0.42,1.09
2021-22,Enyimba,Kwara United,3,0,Home Win,1.55,0.57,1.59,0.59,1.57,0.58,0.99
2021-22,Enyimba,Lobi Stars,2,1,Home Win,1.55,0.57,1.64,0.58,1.6,0.57,1.02
2021-22,Enyimba,MFM,1,1,Draw,1.55,0.57,1.79,0.42,1.67,0.49,1.18
2021-22,Enyimba,Nasarawa United,3,2,Home Win,1.55,0.57,1.55,0.67,1.55,0.62,0.93
2021-22,Enyimba,Niger Tornadoes,1,1,Draw,1.55,0.57,1.49,0.63,1.52,0.6,0.92
2021-22,Enyimba,Plateau United,1,1,Draw,1.55,0.57,1.55,0.81,1.55,0.69,0.86
2021-22,Enyimba,Remo Stars,2,1,Home Win,1.55,0.57,1.38,0.75,1.47,0.66,0.81
2021-22,Enyimba,Rivers United,0,1,Away Win,1.55,0.57,1.15,0.7,1.35,0.64,0.72
2021-22,Enyimba,Shooting Stars,1,0,Home Win,1.55,0.57,1.52,0.64,1.54,0.61,0.93
2021-22,Enyimba,Sunshine Stars,2,0,Home Win,1.55,0.57,1.42,0.45,1.49,0.51,0.98
2021-22,Enyimba,Wikki Tourists,2,0,Home Win,1.55,0.57,1.5,0.5,1.53,0.53,0.99
2021-22,Gombe United,Abia Warriors,1,0,Home Win,1.28,0.87,1.72,0.8,1.5,0.83,0.66
2021-22,Gombe United,Akwa United,1,1,Draw,1.28,0.87,1.35,0.56,1.31,0.72,0.6
2021-22,Gombe United,Dakkada,2,2,Draw,1.28,0.87,1.89,0.5,1.58,0.69,0.9
2021-22,Gombe United,Enugu Rangers,1,0,Home Win,1.28,0.87,1.12,0.68,1.2,0.77,0.43
2021-22,Gombe United,Enyimba,0,0,Draw,1.28,0.87,1.19,0.66,1.23,0.76,0.47
2021-22,Gombe United,Heartland,3,2,Home Win,1.28,0.87,1.6,0.51,1.44,0.69,0.75
2021-22,Gombe United,Kano Pillars,1,0,Home Win,1.28,0.87,1.73,0.67,1.51,0.77,0.73
2021-22,Gombe United,Katsina United,1,0,Home Win,1.28,0.87,1.46,0.28,1.37,0.57,0.79
2021-22,Gombe United,Kwara United,4,2,Home Win,1.28,0.87,1.59,0.59,1.44,0.73,0.7
2021-22,Gombe United,Lobi Stars,3,0,Home Win,1.28,0.87,1.64,0.58,1.46,0.72,0.73
2021-22,Gombe United,MFM,3,0,Home Win,1.28,0.87,1.79,0.42,1.53,0.65,0.89
2021-22,Gombe United,Nasarawa United,3,1,Home Win,1.28,0.87,1.55,0.67,1.41,0.77,0.64
2021-22,Gombe United,Niger Tornadoes,1,0,Home Win,1.28,0.87,1.49,0.63,1.38,0.75,0.63
2021-22,Gombe United,Plateau United,1,1,Draw,1.28,0.87,1.55,0.81,1.42,0.84,0.57
2021-22,Gombe United,Remo Stars,1,0,Home Win,1.28,0.87,1.38,0.75,1.33,0.81,0.52
2021-22,Gombe United,Rivers United,0,0,Draw,1.28,0.87,1.15,0.7,1.22,0.79,0.43
2021-22,Gombe United,Shooting Stars,0,0,Draw,1.28,0.87,1.52,0.64,1.4,0.76,0.64
2021-22,Gombe United,Sunshine Stars,1,0,Home Win,1.28,0.87,1.42,0.45,1.35,0.66,0.69
2021-22,Gombe United,Wikki Tourists,2,1,Home Win,1.28,0.87,1.5,0.5,1.39,0.69,0.7
2021-22,Heartland,Abia Warriors,2,1,Home Win,1.26,0.72,1.72,0.8,1.49,0.76,0.73
2021-22,Heartland,Akwa United,1,0,Home Win,1.26,0.72,1.35,0.56,1.31,0.64,0.67
2021-22,Heartland,Dakkada,1,0,Home Win,1.26,0.72,1.89,0.5,1.58,0.61,0.97
2021-22,Heartland,Enugu Rangers,0,3,Away Win,1.26,0.72,1.12,0.68,1.19,0.7,0.49
2021-22,Heartland,Enyimba,1,0,Home Win,1.26,0.72,1.19,0.66,1.23,0.69,0.54
2021-22,Heartland,Gombe United,1,1,Draw,1.26,0.72,2.0,0.34,1.63,0.53,1.1
2021-22,Heartland,Kano Pillars,0,1,Away Win,1.26,0.72,1.73,0.67,1.5,0.7,0.8
2021-22,Heartland,Katsina United,1,0,Home Win,1.26,0.72,1.46,0.28,1.36,0.5,0.86
2021-22,Heartland,Kwara United,1,0,Home Win,1.26,0.72,1.59,0.59,1.43,0.66,0.77
2021-22,Heartland,Lobi Stars,1,0,Home Win,1.26,0.72,1.64,0.58,1.45,0.65,0.8
2021-22,Heartland,MFM,0,0,Draw,1.26,0.72,1.79,0.42,1.53,0.57,0.96
2021-22,Heartland,Nasarawa United,3,3,Draw,1.26,0.72,1.55,0.67,1.4,0.7,0.71
2021-22,Heartland,Niger Tornadoes,1,0,Home Win,1.26,0.72,1.49,0.63,1.38,0.67,0.7
2021-22,Heartland,Plateau United,1,0,Home Win,1.26,0.72,1.55,0.81,1.41,0.77,0.64
2021-22,Heartland,Remo Stars,0,0,Draw,1.26,0.72,1.38,0.75,1.32,0.74,0.59
2021-22,Heartland,Rivers United,2,0,Home Win,1.26,0.72,1.15,0.7,1.21,0.71,0.5
2021-22,Heartland,Shooting Stars,3,1,Home Win,1.26,0.72,1.52,0.64,1.39,0.68,0.71
2021-22,Heartland,Sunshine Stars,1,0,Home Win,1.26,0.72,1.42,0.45,1.34,0.59,0.76
2021-22,Heartland,Wikki Tourists,1,0,Home Win,1.26,0.72,1.5,0.5,1.38,0.61,0.77
2021-22,Kano Pillars,Abia Warriors,2,1,Home Win,1.44,0.58,1.72,0.8,1.58,0.69,0.89
2021-22,Kano Pillars,Akwa United,0,0,Draw,1.44,0.58,1.35,0.56,1.39,0.57,0.82
2021-22,Kano Pillars,Dakkada,1,0,Home Win,1.44,0.58,1.89,0.5,1.67,0.54,1.13
2021-22,Kano Pillars,Enugu Rangers,1,0,Home Win,1.44,0.58,1.12,0.68,1.28,0.63,0.65
2021-22,Kano Pillars,Enyimba,2,0,Home Win,1.44,0.58,1.19,0.66,1.31,0.62,0.7
2021-22,Kano Pillars,Gombe United,3,1,Home Win,1.44,0.58,2.0,0.34,1.72,0.46,1.26
2021-22,Kano Pillars,Heartland,3,1,Home Win,1.44,0.58,1.6,0.51,1.52,0.54,0.97
2021-22,Kano Pillars,Katsina United,1,0,Home Win,1.44,0.58,1.46,0.28,1.45,0.43,1.02
2021-22,Kano Pillars,Kwara United,2,1,Home Win,1.44,0.58,1.59,0.59,1.52,0.59,0.93
2021-22,Kano Pillars,Lobi Stars,0,0,Draw,1.44,0.58,1.64,0.58,1.54,0.58,0.96
2021-22,Kano Pillars,MFM,1,0,Home Win,1.44,0.58,1.79,0.42,1.61,0.5,1.11
2021-22,Kano Pillars,Nasarawa United,2,0,Home Win,1.44,0.58,1.55,0.67,1.49,0.63,0.87
2021-22,Kano Pillars,Niger Tornadoes,1,0,Home Win,1.44,0.58,1.49,0.63,1.47,0.6,0.86
2021-22,Kano Pillars,Plateau United,0,1,Away Win,1.44,0.58,1.55,0.81,1.5,0.69,0.8
2021-22,Kano Pillars,Remo Stars,0,0,Draw,1.44,0.58,1.38,0.75,1.41,0.67,0.74
2021-22,Kano Pillars,Rivers United,0,1,Away Win,1.44,0.58,1.15,0.7,1.3,0.64,0.66
2021-22,Kano Pillars,Shooting Stars,2,1,Home Win,1.44,0.58,1.52,0.64,1.48,0.61,0.87
2021-22,Kano Pillars,Sunshine Stars,1,0,Home Win,1.44,0.58,1.42,0.45,1.43,0.52,0.91
2021-22,Kano Pillars,Wikki Tourists,1,1,Draw,1.44,0.58,1.5,0.5,1.47,0.54,0.93
2021-22,Katsina United,Abia Warriors,2,1,Home Win,1.59,0.58,1.72,0.8,1.65,0.69,0.97
2021-22,Katsina United,Akwa United,1,0,Home Win,1.59,0.58,1.35,0.56,1.47,0.57,0.9
2021-22,Katsina United,Dakkada,4,1,Home Win,1.59,0.58,1.89,0.5,1.74,0.54,1.2
2021-22,Katsina United,Enugu Rangers,1,2,Away Win,1.59,0.58,1.12,0.68,1.36,0.63,0.73
2021-22,Katsina United,Enyimba,1,0,Home Win,1.59,0.58,1.19,0.66,1.39,0.62,0.77
2021-22,Katsina United,Gombe United,2,1,Home Win,1.59,0.58,2.0,0.34,1.8,0.46,1.34
2021-22,Katsina United,Heartland,1,1,Draw,1.59,0.58,1.6,0.51,1.6,0.54,1.05
2021-22,Katsina United,Kano Pillars,1,0,Home Win,1.59,0.58,1.73,0.67,1.66,0.62,1.04
2021-22,Katsina United,Kwara United,1,0,Home Win,1.59,0.58,1.59,0.59,1.59,0.59,1.01
2021-22,Katsina United,Lobi Stars,0,0,Draw,1.59,0.58,1.64,0.58,1.62,0.58,1.04
2021-22,Katsina United,MFM,2,1,Home Win,1.59,0.58,1.79,0.42,1.69,0.5,1.19
2021-22,Katsina United,Nasarawa United,1,0,Home Win,1.59,0.58,1.55,0.67,1.57,0.63,0.94
2021-22,Katsina United,Niger Tornadoes,2,0,Home Win,1.59,0.58,1.49,0.63,1.54,0.6,0.94
2021-22,Katsina United,Plateau United,2,0,Home Win,1.59,0.58,1.55,0.81,1.57,0.69,0.88
2021-22,Katsina United,Remo Stars,3,2,Home Win,1.59,0.58,1.38,0.75,1.49,0.67,0.82
2021-22,Katsina United,Rivers United,0,1,Away Win,1.59,0.58,1.15,0.7,1.37,0.64,0.73
2021-22,Katsina United,Shooting Stars,3,1,Home Win,1.59,0.58,1.52,0.64,1.56,0.61,0.95
2021-22,Katsina United,Sunshine Stars,1,0,Home Win,1.59,0.58,1.42,0.45,1.51,0.52,0.99
2021-22,Katsina United,Wikki Tourists,1,0,Home Win,1.59,0.58,1.5,0.5,1.55,0.54,1.01
2021-22,Kwara United,Abia Warriors,1,1,Draw,1.36,0.47,1.72,0.8,1.54,0.63,0.9
2021-22,Kwara United,Akwa United,1,0,Home Win,1.36,0.47,1.35,0.56,1.35,0.51,0.84
2021-22,Kwara United,Dakkada,3,0,Home Win,1.36,0.47,1.89,0.5,1.62,0.48,1.14
2021-22,Kwara United,Enugu Rangers,1,1,Draw,1.36,0.47,1.12,0.68,1.24,0.57,0.67
2021-22,Kwara United,Enyimba,1,0,Home Win,1.36,0.47,1.19,0.66,1.27,0.56,0.71
2021-22,Kwara United,Gombe United,2,0,Home Win,1.36,0.47,2.0,0.34,1.68,0.4,1.27
2021-22,Kwara United,Heartland,2,1,Home Win,1.36,0.47,1.6,0.51,1.48,0.49,0.99
2021-22,Kwara United,Kano Pillars,1,0,Home Win,1.36,0.47,1.73,0.67,1.55,0.57,0.98
2021-22,Kwara United,Katsina United,2,0,Home Win,1.36,0.47,1.46,0.28,1.41,0.37,1.04
